grupo,1. Los proyectos o ideas nuevas me distraen de proyectos o ideas que ten¡a desde antes.,"2. Los ¢bstaculos no me desaniman
","3. Estuve concentrado en una idea o proyecto por un corto tiempo, pero despu‚s perd¡ inter‚s ","4. Trabajo duro
","5. Con frecuencia me propongo un objetivo, pero luego trato de cumplir un objetivo diferente",6. Me resulta dificil mantener mi atenci¢n en proyectos que duran m s all  de algunos meses en terminar,7. Soy chambeador(a),p8_apostarmil,p9_batepelota,p10_tandacorto,p11_tandalargo,p12_retornodeposito,p13_preciosbajan,escol,p15_estadocivil,16. ¨Cu les de los siguientes grupos de personas dependen de usted?,p16_1menores,p16_2adulmay,p16_3otros,ESTATUS Tel Casa,Estatus Celular,Status,edad,hijos,statusempleo,genero,celular,lineafija,Status de residencia,Ingresos comprobados,Ingresos no comprobados,Prestamos con Provident,Prestamos activos,Monto de los prestamos activos,Total a Pagar,Monto atrasado,Pago semanal,SCelular,STelCasa,SResidencia,Genero
Low Arrear,,,,,,,,,,,,,,,,,,,,,,No realizada,19,0,Auto empleado,MA,Y,N,Vive con padres,0,4800,1,1,2000,3780,1320,120,1,0,1,0
Low Arrear,,,,,,,,,,,,,,,,,,,,,,No realizada,59,0,Auto empleado,FE,Y,N,Propietario,0,6000,3,1,3000,6180,460,120,1,0,3,1
Low Arrear,,,,,,,,,,,,,,,,,,,,,,No realizada,23,0,Auto empleado,FE,Y,N,Vive con padres,6000,0,2,1,6000,11880,4012,288,1,0,1,1
Low Arrear,,,,,,,,,,,,,,,,,,,,,,No realizada,23,1,Auto empleado,MA,Y,N,Vive con padres,0,7200,1,1,2900,5481,3028,174,1,0,1,0
Low Arrear,,,,,,,,,,,,,,,,,,,,,,No realizada,39,2,Auto empleado,MA,Y,N,Propietario,0,4000,2,1,4500,9270,-270,180,1,0,3,0
Low Arrear,,,,,,,,,,,,,,,,,,,,,,No realizada,38,1,Auto empleado,FE,Y,N,Propietario,4000,0,1,1,4900,9702,2008,235.2,1,0,3,1
Low Arrear,,,,,,,,,,,,,,,,,,,,,,No realizada,60,0,Auto empleado,FE,N,Y,Propietario,2200,0,2,1,2800,5544,1699.5,134.4,0,1,3,1
Low Arrear,,,,,,,,,,,,,,,,,,,,,,No realizada,53,0,Auto empleado,FE,Y,N,Propietario,5000,0,1,1,5000,9900,2550,240,1,0,3,1
Low Arrear,,,,,,,,,,,,,,,,,,,,,,No realizada,38,0,Auto empleado,FE,Y,N,Propietario,4000,0,1,1,5000,9900,3450,240,1,0,3,1
Low Arrear,,,,,,,,,,,,,,,,,,,,,,No realizada,44,0,Auto empleado,FE,Y,N,Propietario,4200,0,1,1,5100,10098,447,244.8,1,0,3,1
Low Arrear,,,,,,,,,,,,,,,,,,,,,,No realizada,21,0,Auto empleado,FE,Y,N,Vive con padres,0,8000,1,1,5000,9900,2610,240,1,0,1,1
Low Arrear,3. Indiferente,2. Desacuerdo,4. De acuerdo,5.Totalmente de acuerdo,2. Desacuerdo,2. Desacuerdo,5.Totalmente de acuerdo,800.00,100.00,1,1,1200.00,FALSO,3ro Secundaria,Uni¢n Libre,,2,0,0,,Efectiva,Completa,24,2,Desempleados,FE,Y,N,Vive con padres,0,4000,3,2,2200,4356,439,105.6,1,0,1,1
Low Arrear,,,,,,,,,,,,,,,,,,,,,Fuera de Servicio,No realizada,26,1,Desempleados,FE,Y,N,Propietario,0,6000,2,1,5500,11330,2840,220,1,0,3,1
Low Arrear,4. De acuerdo,2. Desacuerdo,4. De acuerdo,5.Totalmente de acuerdo,4. De acuerdo,2. Desacuerdo,5.Totalmente de acuerdo,1000.00,10.00,1,1,1200.00,FALSO,3ro Secundaria,Casado,,1,0,0,,Efectiva,Completa,50,1,Desempleados,FE,N,Y,Renta,6000,0,5,1,9500,19570,5360,380,0,1,2,1
Low Arrear,,,,,,,,,,,,,,,,,,,,No existe,,No realizada,52,0,Desempleados,FE,N,Y,Propietario,6000,0,4,1,5000,10300,2600,200,0,1,3,1
Low Arrear,,,,,,,,,,,,,,,,,,,,No existe,,No realizada,32,0,Desempleados,FE,N,Y,Propietario,4000,0,3,0,0,0,0,0,0,1,3,1
Low Arrear,,,,,,,,,,,,,,,,,,,,,No contesta,No realizada,51,0,Desempleados,FE,Y,N,Propietario,0,6000,4,2,10700,21546,4260,477.6,1,0,3,1
Low Arrear,,,,,,,,,,,,,,,,,,,,,No contesta,No realizada,35,0,Desempleados,FE,Y,N,Propietario,0,8000,5,1,15000,30900,9860,600,1,0,3,1
Low Arrear,,,,,,,,,,,,,,,,,,,,,Numero Equivocado,No realizada,38,0,Desempleados,FE,Y,N,Propietario,0,4000,5,1,4000,8240,2580,160,1,0,3,1
Low Arrear,,,,,,,,,,,,,,,,,,,,No contesta,,No realizada,25,0,Desempleados,FE,N,Y,Renta,0,6000,3,2,9000,18540,2548,360,0,1,2,1
Low Arrear,,,,,,,,,,,,,,,,,,,,Apagado,,No realizada,60,0,Desempleados,FE,N,Y,Propietario,0,4500,1,1,1000,1980,86,48,0,1,3,1
Low Arrear,,,,,,,,,,,,,,,,,,,,,Fuera de Servicio,No realizada,33,0,Desempleados,FE,Y,N,Renta,0,10000,4,1,11000,22660,9810,440,1,0,2,1
Low Arrear,,,,,,,,,,,,,,,,,,,,Ocupado,No contesta,No realizada,29,0,Desempleados,FE,Y,Y,Vive con padres,0,8000,4,1,6500,13390,260,260,1,1,1,1
Low Arrear,,,,,,,,,,,,,,,,,,,,,No contesta,No realizada,36,1,Desempleados,FE,Y,N,Propietario,6000,300,2,1,4900,9702,2098,235.2,1,0,3,1
Low Arrear,,,,,,,,,,,,,,,,,,,,,No contesta,No realizada,59,0,Desempleados,FE,Y,N,Propietario,0,4000,2,1,1200,2376,250,57.6,1,0,3,1
Low Arrear,,,,,,,,,,,,,,,,,,,,Ocupado,,No realizada,35,0,Desempleados,FE,N,Y,Propietario,0,6000,1,1,5000,9900,3720,240,0,1,3,1
Low Arrear,,,,,,,,,,,,,,,,,,,,,Fuera de Servicio,No realizada,63,1,Desempleados,FE,Y,N,Propietario,0,8000,1,1,5000,9900,1970,240,1,0,3,1
Low Arrear,,,,,,,,,,,,,,,,,,,,Fuera de Servicio,No contesta,No realizada,44,1,Desempleados,FE,Y,Y,Propietario,0,7500,2,1,5000,9900,2430,240,1,1,3,1
Low Arrear,,,,,,,,,,,,,,,,,,,,,No contesta,No realizada,21,2,Desempleados,FE,Y,N,Propietario,0,2000,2,1,2200,4356,-123.2,105.6,1,0,3,1
Low Arrear,,,,,,,,,,,,,,,,,,,,Numero Equivocado,,No realizada,57,0,Desempleados,FE,N,Y,Propietario,0,6000,8,1,7500,15450,5080,300,0,1,3,1
Low Arrear,3. Indiferente,3. Indiferente,4. De acuerdo,5.Totalmente de acuerdo,3. Indiferente,5. Totalmente de acuerdo,5. Totalmente de acuerdo,300.00,10.00,1,1,1200.00,FALSO,4to Primaria,Casado,,2,1,1,,Efectiva,Completa,42,0,Desempleados,FE,Y,N,Propietario,5000,0,7,0,0,0,0,0,1,0,3,1
Low Arrear,,,,,,,,,,,,,,,,,,,,No contesta,,No realizada,38,0,Desempleados,FE,N,Y,Propietario,0,4000,3,1,2800,5544,600,134.4,0,1,3,1
Low Arrear,,,,,,,,,,,,,,,,,,,,,Fuera de Servicio,No realizada,27,0,Desempleados,FE,Y,N,Vive con padres,0,5000,3,1,1500,2835,1135,90,1,0,1,1
Low Arrear,,,,,,,,,,,,,,,,,,,,,No existe,No realizada,20,0,Desempleados,FE,Y,N,Propietario,0,6400,1,1,2000,3780,960,120,1,0,3,1
Low Arrear,,,,,,,,,,,,,,,,,,,,,,No realizada,51,0,Desempleados,FE,Y,N,Propietario,4000,0,5,1,3500,7210,300,140,1,0,3,1
Low Arrear,,,,,,,,,,,,,,,,,,,,,,No realizada,26,0,Desempleados,FE,Y,N,Vive con padres,4000,0,4,1,3000,5940,1216,144,1,0,1,1
Low Arrear,,,,,,,,,,,,,,,,,,,,,Fuera de servicio,No realizada,42,0,Desempleados,FE,Y,N,Propietario,0,7000,4,1,8500,17510,2520,340,1,0,3,1
Low Arrear,,,,,,,,,,,,,,,,,,,,,No contesta,No realizada,44,2,Desempleados,FE,Y,N,Propietario,5000,0,6,2,11000,22660,5600,440,1,0,3,1
Low Arrear,,,,,,,,,,,,,,,,,,,,Fuera de Servicio,,No realizada,62,6,Desempleados,FE,N,Y,Vive con padres,0,10000,8,2,5000,10300,2120,200,0,1,1,1
Low Arrear,,,,,,,,,,,,,,,,,,,,,No contesta,No realizada,42,0,Desempleados,FE,Y,N,Vive con padres,0,8000,5,1,6000,12360,700,240,1,0,1,1
Low Arrear,,,,,,,,,,,,,,,,,,,,,Fuera de servicio,No realizada,47,0,Desempleados,FE,Y,N,Propietario,0,5000,4,1,9500,19570,2340,380,1,0,3,1
Low Arrear,,,,,,,,,,,,,,,,,,,,,Numero Equivocado,No realizada,32,0,Desempleados,FE,Y,N,Vive con padres,8000,0,4,1,4000,8240,2480,160,1,0,1,1
Low Arrear,,,,,,,,,,,,,,,,,,,,,,No realizada,23,0,Desempleados,FE,Y,N,Vive con padres,2000,0,3,1,3500,7210,5080,140,1,0,1,1
Low Arrear,,,,,,,,,,,,,,,,,,,,Fuera de Servicio,,No realizada,24,0,Desempleados,FE,N,Y,Vive con padres,0,6000,4,2,12000,24720,2895,480,0,1,1,1
Low Arrear,,,,,,,,,,,,,,,,,,,,,,No realizada,29,2,Desempleados,FE,N,Y,Vive con padres,0,4000,7,1,1000,1890,400,60,0,1,1,1
Low Arrear,,,,,,,,,,,,,,,,,,,,,Numero Equivocado,No realizada,50,0,Desempleados,FE,Y,N,Propietario,0,7000,2,1,11000,22660,920,440,1,0,3,1
Low Arrear,,,,,,,,,,,,,,,,,,,,,Fuera de servicio,No realizada,42,2,Desempleados,FE,Y,N,Propietario,0,3000,2,1,3500,7210,2620,140,1,0,3,1
Low Arrear,3. Indiferente,4. De acuerdo,4. De acuerdo,4. De acuerdo,2. Desacuerdo,4. De acuerdo,5.Totalmente de acuerdo,0.00,12.00,1,1,4200.00,FALSO,1ro Preparatoria,Casado,,1,0,0,,Efectiva,Completa,49,1,Desempleados,FE,Y,N,Propietario,0,4500,2,1,3000,5940,2440,144,1,0,3,1
Low Arrear,3. Indiferente,3. Indiferente,2. Desacuerdo,4. De acuerdo,3. Indiferente,3. Indiferente,4. De acuerdo,1000.00,10.00,2,1,2200.00,VERDADERO,3ro Secundaria,Casado,,1,1,0,Efectiva,,Completa,54,0,Desempleados,FE,N,Y,Propietario,0,6000,5,1,3000,5940,1200,144,0,1,3,1
Low Arrear,,,,,,,,,,,,,,,,,,,,,No contesta,No realizada,61,0,Desempleados,FE,Y,N,Propietario,0,3500,4,1,1500,2970,0,72,1,0,3,1
Low Arrear,,,,,,,,,,,,,,,,,,,,,,No realizada,58,0,Desempleados,FE,Y,Y,Propietario,5000,0,4,1,3900,7722,1653,187.2,1,1,3,1
Low Arrear,,,,,,,,,,,,,,,,,,,,,,No realizada,24,1,Desempleados,FE,Y,N,Propietario,6000,0,2,1,3700,6993,1487,222,1,0,3,1
Low Arrear,,,,,,,,,,,,,,,,,,,,,,No realizada,24,0,Desempleados,FE,Y,Y,Propietario,0,4000,4,2,7500,15450,3650,300,1,1,3,1
Low Arrear,,,,,,,,,,,,,,,,,,,,,,No realizada,63,0,Desempleados,FE,N,Y,Propietario,3200,0,1,1,6200,12276,430,297.6,0,1,3,1
Low Arrear,,,,,,,,,,,,,,,,,,,,,,No realizada,35,0,Desempleados,FE,Y,N,Vive con padres,0,6000,1,1,3000,5940,1006,144,1,0,1,1
Low Arrear,5.Totalmente de acuerdo,2. Desacuerdo,1. Totalmente en desacuerdo,5.Totalmente de acuerdo,2. Desacuerdo,5.Totalmente de acuerdo,5.Totalmente de acuerdo,0.00,100.00,2,2,1200.00,FALSO,1ro Secundaria,Viudo,,0,0,1,,Efectiva,Completa,62,0,Desempleados,FE,Y,N,Vive con padres,4000,0,6,1,3500,6930,666,168,1,0,1,1
Low Arrear,,,,,,,,,,,,,,,,,,,,,Numero Equivocado,No realizada,32,1,Desempleados,FE,Y,N,Vive con padres,0,3600,1,1,5000,9900,3784,240,1,0,1,1
Low Arrear,4. De acuerdo,2. Desacuerdo,4. De acuerdo,4. De acuerdo,4. De acuerdo,3. Indiferente,5.Totalmente de acuerdo,1000.00,10.00,1,1,2000.00,FALSO,2do Secundaria,Soltero,,0,0,0,No contesta,Efectiva,Completa,53,0,Desempleados,FE,Y,Y,Propietario,0,6000,12,1,6000,12360,540,240,1,1,3,1
Low Arrear,,,,,,,,,,,,,,,,,,,,,Numero Equivocado,No realizada,37,2,Desempleados,MA,N,Y,Vive con padres,6000,0,2,1,3700,6993,992,222,0,1,1,0
Low Arrear,,,,,,,,,,,,,,,,,,,,,,No realizada,34,0,Desempleados,FE,Y,N,Propietario,0,8700,1,1,5000,9900,1400,240,1,0,3,1
Low Arrear,,,,,,,,,,,,,,,,,,,,,No quizo particpar,No realizada,51,1,Empleado Medio tiempo,MA,Y,N,Vive con padres,6000,0,3,1,5500,11330,6160,220,1,0,1,0
Low Arrear,,,,,,,,,,,,,,,,,,,,,Apagado,No realizada,49,0,Empleado Medio tiempo,FE,Y,N,Propietario,3000,0,5,1,2000,4120,720,80,1,0,3,1
Low Arrear,,,,,,,,,,,,,,,,,,,,,Apagado,No realizada,68,0,Empleado Medio tiempo,FE,Y,N,Propietario,0,5000,6,1,3000,5940,4182,144,1,0,3,1
Low Arrear,,,,,,,,,,,,,,,,,,,,,No contesta,No realizada,52,0,Empleado Medio tiempo,FE,N,Y,Propietario,0,4800,2,1,1500,2835,80,90,0,1,3,1
Low Arrear,,,,,,,,,,,,,,,,,,,,,No contesta,No realizada,47,0,Empleado Medio tiempo,FE,Y,N,Propietario,0,6000,3,1,4500,9270,4655,180,1,0,3,1
Low Arrear,,,,,,,,,,,,,,,,,,,,,No contesta,No realizada,25,0,Empleado Medio tiempo,FE,Y,N,Vive con padres,0,6200,7,2,13000,26780,3460,520,1,0,1,1
Low Arrear,,,,,,,,,,,,,,,,,,,,,Fuera de Servicio,No realizada,31,0,Empleado Medio tiempo,FE,Y,N,Propietario,0,4800,1,1,5100,10098,507.6,244.8,1,0,3,1
Low Arrear,,,,,,,,,,,,,,,,,,,,Fuera de Servicio,No contesta,No realizada,52,0,Empleado Medio tiempo,FE,Y,Y,Vive con padres,0,12000,1,1,4000,7920,3648,192,1,1,1,1
Low Arrear,,,,,,,,,,,,,,,,,,,,No se encontraba en el domicilio,Ocupado,No realizada,44,0,Empleado Medio tiempo,MA,Y,Y,Propietario,0,14000,3,1,8000,16480,3180,320,1,1,3,0
Low Arrear,,,,,,,,,,,,,,,,,,,,Fuera de Servicio,,No realizada,64,0,Empleado Medio tiempo,FE,N,Y,Propietario,2400,1600,1,1,6200,12276,922,297.6,0,1,3,1
Low Arrear,,,,,,,,,,,,,,,,,,,,,Fuera de Servicio,No realizada,50,0,Empleado Medio tiempo,MA,Y,N,Propietario,0,5000,3,1,3700,7326,143,177.6,1,0,3,0
Low Arrear,,,,,,,,,,,,,,,,,,,,,Apagado,No realizada,28,0,Empleado Medio tiempo,MA,Y,N,Vive con padres,0,5000,3,2,8000,16120,4040,356,1,0,1,0
Low Arrear,,,,,,,,,,,,,,,,,,,,,No contesta,No realizada,29,0,Empleado Medio tiempo,FE,Y,N,Propietario,0,3000,1,1,3000,5670,1200,180,1,0,3,1
Low Arrear,,,,,,,,,,,,,,,,,,,,,Fuera de Servicio,No realizada,30,1,Empleado Medio tiempo,FE,Y,N,Vive con padres,5400,0,7,1,7500,15450,5750,300,1,0,1,1
Low Arrear,,,,,,,,,,,,,,,,,,,,No contesta,No contesta,No realizada,56,2,Empleado Medio tiempo,FE,Y,Y,Propietario,0,8000,1,1,4000,7560,3620,240,1,1,3,1
Low Arrear,,,,,,,,,,,,,,,,,,,,,Numero Equivocado,No realizada,39,0,Empleado Medio tiempo,FE,Y,N,Propietario,9000,0,5,1,5100,10098,2011.4,244.8,1,0,3,1
Low Arrear,,,,,,,,,,,,,,,,,,,,,No contesta,No realizada,43,0,Empleado Medio tiempo,FE,Y,N,Propietario,0,2800,4,2,6500,13150,2990,284,1,0,3,1
Low Arrear,,,,,,,,,,,,,,,,,,,,,No contesta,No realizada,32,0,Empleado Medio tiempo,FE,Y,N,Vive con padres,8000,0,2,1,5000,9900,5990,240,1,0,1,1
Low Arrear,2. Desacuerdo,4. De acuerdo,2. Desacuerdo,5.Totalmente de acuerdo,4. De acuerdo,2. Desacuerdo,5.Totalmente de acuerdo,800.00,100.00,1,1,14000.00,VERDADERO,2do Preparatoria,Casado,,1,0,1,,Efectiva,Completa,55,0,Empleado Medio tiempo,FE,Y,N,Propietario,0,7000,6,1,4300,8514,2259.8,206.4,1,0,3,1
Low Arrear,,,,,,,,,,,,,,,,,,,,,No contesta,No realizada,35,2,Empleado Medio tiempo,FE,Y,N,Propietario,0,6000,12,2,4500,9150,286,192,1,0,3,1
Low Arrear,,,,,,,,,,,,,,,,,,,,,No contesta,No realizada,50,0,Empleado Medio tiempo,FE,Y,N,Propietario,0,8500,8,2,10900,21942,11136.8,487.2,1,0,3,1
Low Arrear,,,,,,,,,,,,,,,,,,,,No se encontraba en el domicilio,,No realizada,39,2,Empleado Medio tiempo,FE,N,Y,Propietario,8000,0,2,1,4900,9702,878,235.2,0,1,3,1
Low Arrear,,,,,,,,,,,,,,,,,,,,,Numero Equivocado,No realizada,50,0,Empleado Medio tiempo,FE,Y,N,Propietario,0,4000,11,2,17500,34690,10880,860,1,0,3,1
Low Arrear,,,,,,,,,,,,,,,,,,,,,No contesta,No realizada,31,2,Empleado Medio tiempo,FE,Y,N,Propietario,6000,0,6,1,9500,19570,6380,380,1,0,3,1
Low Arrear,,,,,,,,,,,,,,,,,,,,,Numero Equivocado,No realizada,60,0,Empleado Medio tiempo,MA,Y,N,Vive con padres,7200,0,5,2,7800,15444,926,374.4,1,0,1,0
Low Arrear,,,,,,,,,,,,,,,,,,,,,No contesta,No realizada,45,0,Empleado Medio tiempo,FE,Y,N,Propietario,7000,0,3,0,0,0,0,0,1,0,3,1
Low Arrear,,,,,,,,,,,,,,,,,,,,,No contesta,No realizada,34,0,Empleado Medio tiempo,FE,Y,N,Propietario,0,8500,4,2,15500,31930,7974,620,1,0,3,1
Low Arrear,,,,,,,,,,,,,,,,,,,,,No contesta,No realizada,42,2,Empleado Medio tiempo,FE,Y,N,Propietario,0,2400,1,1,4900,9702,1750,235.2,1,0,3,1
Low Arrear,,,,,,,,,,,,,,,,,,,,,Fuera de Servicio,No realizada,21,0,Empleado Medio tiempo,FE,Y,N,Vive con padres,0,4500,2,1,4200,8316,2036,201.6,1,0,1,1
Low Arrear,,,,,,,,,,,,,,,,,,,,No existe,,No realizada,38,3,Empleado Medio tiempo,FE,Y,Y,Propietario,0,7200,7,2,13500,27810,7330,540,1,1,3,1
Low Arrear,4. De acuerdo,4. De acuerdo,4. De acuerdo,4. De acuerdo,3. Indiferente,3. Indiferente,5.Totalmente de acuerdo,0.00,10.00,1,1,1200.00,FALSO,6to Primaria,Casado,,2,0,0,,Efectiva,Completa,33,1,Empleado Medio tiempo,FE,Y,N,Vive con padres,4000,2000,10,1,8600,17028,3400,412.8,1,0,1,1
Low Arrear,,,,,,,,,,,,,,,,,,,,,No contesta,No realizada,43,0,Empleado Medio tiempo,FE,Y,N,Propietario,0,10000,3,1,6000,12360,4840,240,1,0,3,1
Low Arrear,,,,,,,,,,,,,,,,,,,,,No contesta,No realizada,34,0,Empleado Medio tiempo,FE,Y,N,Vive con padres,0,5600,2,1,4000,8240,2930,160,1,0,1,1
Low Arrear,,,,,,,,,,,,,,,,,,,,,Ocupado,No realizada,36,0,Empleado Medio tiempo,FE,Y,N,Propietario,6800,0,3,2,5500,11330,3180,220,1,0,3,1
Low Arrear,,,,,,,,,,,,,,,,,,,,Numero Equivocado,,No realizada,29,0,Empleado Medio tiempo,MA,N,Y,Propietario,0,4800,4,1,4500,9270,3350,180,0,1,3,0
Low Arrear,,,,,,,,,,,,,,,,,,,,,Fuera de servicio,No realizada,23,0,Empleado Medio tiempo,FE,Y,N,Propietario,0,5500,1,1,3700,6993,1378,222,1,0,3,1
Low Arrear,,,,,,,,,,,,,,,,,,,,,No contesta,No realizada,53,3,Empleado Medio tiempo,FE,Y,N,Propietario,6000,1200,6,1,3000,5940,2300,144,1,0,3,1
Low Arrear,,,,,,,,,,,,,,,,,,,,,No contesta,No realizada,39,0,Empleado Medio tiempo,FE,Y,N,Propietario,4000,0,1,1,2000,3960,656,96,1,0,3,1
Low Arrear,,,,,,,,,,,,,,,,,,,,,Fuera de servicio,No realizada,42,0,Empleado Medio tiempo,FE,Y,N,Propietario,0,4000,8,1,5100,10098,5157.6,244.8,1,0,3,1
Low Arrear,,,,,,,,,,,,,,,,,,,,,Numero Equivocado,No realizada,23,0,Empleado Medio tiempo,FE,Y,N,Propietario,0,3200,2,1,4800,9504,5743,230.4,1,0,3,1
Low Arrear,,,,,,,,,,,,,,,,,,,,No existe,Fuera de servicio,No realizada,52,0,Empleado Medio tiempo,MA,Y,Y,Propietario,0,6800,1,1,5100,10098,2179,244.8,1,1,3,0
Low Arrear,,,,,,,,,,,,,,,,,,,,No quizo particpar,Apagado,No realizada,19,1,Empleado Medio tiempo,FE,Y,Y,Propietario,0,8000,1,1,3700,6993,1452,222,1,1,3,1
Low Arrear,,,,,,,,,,,,,,,,,,,,,,No realizada,34,0,Empleado Medio tiempo,FE,Y,N,Vive con padres,0,6000,5,1,5000,10300,4150,200,1,0,1,1
Low Arrear,,,,,,,,,,,,,,,,,,,,No existe,No contesta,No realizada,33,0,Empleado tiempo completo,FE,Y,Y,Propietario,6000,0,8,2,16500,33990,9080,660,1,1,3,1
Low Arrear,,,,,,,,,,,,,,,,,,,,No contesta,Apagado,No realizada,45,0,Empleado tiempo completo,MA,Y,Y,Propietario,12000,5000,2,1,3700,7326,213.2,177.6,1,1,3,0
Low Arrear,,,,,,,,,,,,,,,,,,,,,Fuera de Servicio,No realizada,48,2,Empleado tiempo completo,MA,Y,N,Renta,0,11000,1,1,2500,4725,2100,150,1,0,2,0
Low Arrear,,,,,,,,,,,,,,,,,,,,,No existe,No realizada,37,3,Empleado tiempo completo,FE,Y,N,Propietario,4000,4800,3,1,4000,7560,1730,240,1,0,3,1
Low Arrear,5.Totalmente de acuerdo,4. De acuerdo,3. Indiferente,5.Totalmente de acuerdo,5.Totalmente de acuerdo,3. Indiferente,5.Totalmente de acuerdo,1000.00,100.00,1,1,1200.00,FALSO,3ro Secundaria,Soltero,,0,1,0,,Efectiva,Completa,38,1,Empleado tiempo completo,FE,Y,N,Propietario,0,7600,2,1,4500,8505,1710,270,1,0,3,1
Low Arrear,2. Desacuerdo,2. Desacuerdo,2. Desacuerdo,5.Totalmente de acuerdo,2. Desacuerdo,4. De acuerdo,5.Totalmente de acuerdo,0.00,50.00,1,1,1200.00,VERDADERO,3ro Secundaria,Soltero,,0,0,0,,Efectiva,Completa,45,1,Empleado tiempo completo,FE,Y,N,Propietario,0,5600,6,1,3900,7371,1918,234,1,0,3,1
Low Arrear,1. Totalmente en desacuerdo,4. De acuerdo,5.Totalmente de acuerdo,5.Totalmente de acuerdo,5.Totalmente de acuerdo,3. Indiferente,5.Totalmente de acuerdo,500.00,10.00,1,1,4000.00,VERDADERO,6to Primaria,Casado,,4,0,1,,Efectiva,Completa,35,5,Empleado tiempo completo,FE,Y,N,Propietario,0,5000,4,1,5000,10300,3000,200,1,0,3,1
Low Arrear,,,,,,,,,,,,,,,,,,,,,Numero Equivocado,No realizada,32,1,Empleado tiempo completo,FE,Y,N,Propietario,3800,0,3,2,7500,15290,4030,316,1,0,3,1
Low Arrear,,,,,,,,,,,,,,,,,,,,,Apagado,No realizada,22,1,Empleado tiempo completo,MA,Y,N,Propietario,9000,0,1,0,0,0,0,0,1,0,3,0
Low Arrear,,,,,,,,,,,,,,,,,,,,,Fuera de Servicio,No realizada,36,1,Empleado tiempo completo,MA,Y,N,Renta,0,3200,2,1,3000,6180,0,120,1,0,2,0
Low Arrear,,,,,,,,,,,,,,,,,,,,,Apagado,No realizada,26,0,Empleado tiempo completo,MA,Y,N,Renta,0,4900,2,1,5500,11330,220,220,1,0,2,0
Low Arrear,,,,,,,,,,,,,,,,,,,,,No contesta,No realizada,25,0,Empleado tiempo completo,FE,Y,N,Vive con padres,0,4000,4,1,2000,3960,790,96,1,0,1,1
Low Arrear,4. De acuerdo,4. De acuerdo,5.Totalmente de acuerdo,4. De acuerdo,2. Desacuerdo,3. Indiferente,4. De acuerdo,1000.00,100.00,1,1,1200.00,VERDADERO,2do Secundaria,Soltero,,0,0,0,,Efectiva,Completa,28,0,Empleado tiempo completo,MA,Y,N,Propietario,0,8000,2,1,1500,2835,230,90,1,0,3,0
Low Arrear,3. Indiferente,2. Desacuerdo,3. Indiferente,5.Totalmente de acuerdo,3. Indiferente,3. Indiferente,5.Totalmente de acuerdo,500.00,10.00,1,1,1680.00,FALSO,6to Primaria,Casado,,0,1,0,,Efectiva,Completa,27,0,Empleado tiempo completo,FE,Y,N,Propietario,4800,0,2,1,2000,3780,1060,120,1,0,3,1
Low Arrear,5.Totalmente de acuerdo,4. De acuerdo,3. Indiferente,2. Desacuerdo,4. De acuerdo,3. Indiferente,5.Totalmente de acuerdo,0.00,50.00,1,1,1400.00,FALSO,2do Preparatoria,Casado,,2,0,1,,Efectiva,Completa,33,0,Empleado tiempo completo,FE,Y,N,Propietario,0,5000,7,1,10000,20600,0,400,1,0,3,1
Low Arrear,,,,,,,,,,,,,,,,,,,,,Fuera de Servicio,No realizada,58,0,Empleado tiempo completo,FE,Y,N,Propietario,0,4000,4,0,0,0,0,0,1,0,3,1
Low Arrear,,,,,,,,,,,,,,,,,,,,,Fuera de Servicio,No realizada,26,0,Empleado tiempo completo,FE,Y,N,Propietario,0,6000,6,1,6700,13266,8794.4,321.6,1,0,3,1
Low Arrear,,,,,,,,,,,,,,,,,,,,,Fuera de Servicio,No realizada,40,0,Empleado tiempo completo,MA,Y,N,Propietario,0,10000,10,2,11600,23248,5350,528.8,1,0,3,0
Low Arrear,,,,,,,,,,,,,,,,,,,,,Ocupado,No realizada,40,0,Empleado tiempo completo,MA,Y,N,Propietario,0,6000,7,1,3000,6180,3455,120,1,0,3,0
Low Arrear,,,,,,,,,,,,,,,,,,,,,Apagado,No realizada,50,0,Empleado tiempo completo,FE,Y,N,Propietario,4000,0,7,1,5500,10890,3994,264,1,0,3,1
Low Arrear,,,,,,,,,,,,,,,,,,,,,No contesta,No realizada,46,0,Empleado tiempo completo,FE,Y,N,Propietario,0,6800,11,2,12600,25708,-15.6,528.8,1,0,3,1
Low Arrear,,,,,,,,,,,,,,,,,,,,,Fuera de Servicio,No realizada,28,3,Empleado tiempo completo,FE,Y,N,Vive con padres,0,5000,5,0,0,0,0,0,1,0,1,1
Low Arrear,,,,,,,,,,,,,,,,,,,,,Apagado,No realizada,48,0,Empleado tiempo completo,FE,Y,N,Renta,4800,0,6,2,10700,21546,8624,477.6,1,0,2,1
Low Arrear,,,,,,,,,,,,,,,,,,,,,Fuera de Servicio,No realizada,38,0,Empleado tiempo completo,FE,Y,N,Propietario,0,6000,2,1,5100,10098,243.2,244.8,1,0,3,1
Low Arrear,,,,,,,,,,,,,,,,,,,,,Ocupado,No realizada,31,0,Empleado tiempo completo,FE,Y,N,Vive con padres,0,11000,5,2,9500,19170,6360,420,1,0,1,1
Low Arrear,,,,,,,,,,,,,,,,,,,,,Numero Equivocado,No realizada,27,0,Empleado tiempo completo,MA,Y,N,Propietario,8000,0,2,1,5000,9900,2880,240,1,0,3,0
